42200340,591510870
821390127,1078981573
1091382143,1201848374
234438136,1716743154
1859391833,616506087
9207434,130520654
1079828191,288105340
1758309042,377602527
551494404,427027576
162121558,1767760910
321358125,144634670
2070893933,1246865002
914661188,1022641490
1223895489,1413112657
1162774026,641867282
1053049693,1193455324
906367488,1216862645
1323704134,1712280865
2023628255,1421564246
1474709647,1336267102
257202988,2073521552
312100948,1325567062
810257056,796534565
2090862204,1846146767
1344981113,684697869
1499703657,503798360
1958500046,2028415553
277303146,594460832
1009277580,2102443054
1064480840,43214723
460376775,168877284
1494614501,869699348
1263240354,1257295436
125306372,1490220144
28185247,1263043989
104472528,1375638497
547275477,386481838
1609702738,274932660
1555891923,2114663989
303305273,1673028980
1594676689,1135197463
1019040693,834842426
1685987931,352434152
600894238,1761349872
2092708456,663849426
1139756617,335330679
905632225,1744199286
1605618252,346453162
1010126717,1341503084
211522935,980532760
24590242,971337070
91450996,1566082167
1583403137,639169935
815895251,1068397462
1445371267,19869605
1088485950,1917656504
618288552,2049809278
1211870172,1167072656
2021981341,1659168059
562411318,1371491179
1710262202,308213919
420780069,386970112
1226189268,1309950664
338460804,1974035572
1140996101,1839985444
870840508,1115363651
532127694,1348246950
1886529153,1446910163
114290913,1036994373
1934631606,303502815
698150080,2105230999
676832221,298260188
632147618,903414017
969999429,1232038826
839224208,168670360
164326480,171179318
1530194293,1858809626
1568771273,1682051092
757974136,398309748
685406937,532107651
1011384249,1002006938
163847192,705720490
492093049,648349946
485517544,1802987055
1809174215,570073632
1302983757,1357255440
820881646,1122875994
90541322,1309576778
497009743,1678847418
600916393,2133708957
417019046,1599965961
1985162440,1319189288
993191788,183992785
2137769462,2089933524
1270207536,243122725
1649742481,1060511750
2054195797,1921651007
1181907416,94205962
624155495,1871272517
579182904,1931179324
263057710,1689586444
703100027,1547127995
848214089,937745037
298351526,19781737
1759172121,1998469398
1630933106,611442234
800375943,80909193
483658200,617763505
1815278937,92921230
506501241,141180779
2003406365,854675242
8677511,1961523028
1296066499,1063017172
1213150411,1209213059
1606131052,375148174
103372826,72816159
1902989170,1065025419
606019388,2000400042
1867012109,1988949646
546251120,349982915
205143272,1131719069
539731204,291420700
1644989740,638088702
1970965043,1074222726
566335553,754115767
2122695022,2136890790
206995102,43171174
1875932379,1588072246
1803473606,1396702284
231541831,283185253
670785419,1748874030
717145721,1389905883
1968547162,1239086052
1170351005,1286618162
1178607091,460218509
1803867916,1581419513
1660139719,1860715409
1387011449,566435158
280693355,1739128673
135687794,2024604291
645932122,651338869
1328222524,343450303
2080683032,416011076
1838883347,1675249052
252721147,1909147510
1489030743,1512759110
883464937,693260801
1535497432,794353625
1943025623,1795309479
1621173203,1932993332
686319108,830580119
916354533,1565403494
914364261,327156695
964436545,78444259
2005185402,690179043
1279998254,1586962979
339892313,263603571
126454036,1451656169
423518816,1319934354
630614168,900523631
1783405808,1272153877
743021207,340018744
241045741,1101610745
1315270428,1700904825
1952568558,1122144499
681206739,806340216
1538197742,1081307208
1523623942,952586366
628464977,1286292493
55502,932822114
1310646898,1302647407
2146671931,1389874717
1444740200,150944771
750579090,663823152
698169499,284122485
1390458114,512475344
1763682138,488913825
902223353,285862404
568505689,720369520
1885204501,658320469
556373139,819548135
185393087,2050325059
1290666851,505446410
1739988985,1710049696
1031592871,1345900666
1107239611,1430340822
806250836,35988082
1408789367,1515682994
633059444,1196088070
57772923,326908417
1086595493,209516763
1622538308,1253992950
454998992,2126275224
32320041,2037050043
1515772227,2132798475
146933601,2054321604
1888605609,1986167803
1036456053,1477021954
1544505205,1864139146
947700739,120110574
63789038,508021813
2075114266,1311041382
1490289054,1186355617
1840676171,1742470962
474964195,526509466
1411969422,1275776204
1493928980,85566136
1443487909,578526404
1634802059,1212425895
1917174529,1107669315
62441362,1479951398
1387546632,971321251
1973064710,2003587643
1753930941,1956786665
1148908497,1679638902
1018486099,103715656
1539792675,2117542375
1435698541,659120895
1124231039,1389946167
498116703,956171315
751160704,1849075062
1168711297,1645333217
2115939347,263410709
1179989696,75340627
1382049906,929644190
1586369405,1101112330
1528344111,827571810
1895312698,895579335
289001522,1788054387
2091409838,312813170
410980334,1039064786
224840898,1477237613
874118724,377765141
1137064255,181959132
170418196,1622918721
1205143300,1925168243
166550752,1047296823
1141733349,1346010698
809063788,68632112
301187945,446835636
216220693,478856527
1520423980,857916207
792485091,603345743
14121467,1116294699
1147865901,1336597106
1508612922,2065443572
1984444496,2137606362
1496195471,1671258374
1900872705,2000820163
338051168,1531734261
1971248038,1535552397
1718150380,1888319098
1465744720,986594303
969212034,883192943
416824937,485059645
549529503,1762674821
738806182,365053920
100453961,407575985
1804229612,1217993244
998328704,620794117
1211167293,91203538
1702022855,1415945945
1537205208,1579657446
2109850708,1010870092
950504827,3777356
1208996529,114394989
638716058,1777519100
1118500283,1709894190
565487176,1527829057
760993820,1758014855
1875652559,1180104800
2009893555,363211575
1348416251,437003766
328222422,1696241058
878047881,1990597430
323269397,55128469
978726626,1881150809
1247395729,1244655289
283236796,1537068620
1431506577,1071742298
1827455097,726695885
838238706,785207422
694130739,1124159869
193791977,1476548587
31076977,472226218
1753970261,470154258
1290276893,393873245
1283028661,979405900
412807045,1675825505
1351232130,518841885
1391954375,2037813854
1468241822,5714677
1557295871,2088497908
764129541,772986527
1455978586,55937337
1688469220,1253269082
1173851398,2135664844
1077357150,1706992193
1183747478,955356938
2096311994,1098970476
2037425932,1390887709
1290227568,1712351617
1065273472,480078865
589422276,78129121
1003628330,1644778772
1387316820,1403838261
2054306685,1637861976
1100843386,1303169597
185701026,783404891
463763280,1251291997
157238508,1302718146
1188098657,1071178393
939838350,1120924765
1655973871,564784777
460027299,737685093
850263920,1029516302
804743835,477626039
166964987,1566893527
187545128,1712456147
674625535,1865194232
1500661965,1577695387
1345779800,1223328396
471915194,821557187
1739275346,453337258
2114799297,429943182
1920071366,402684893
1204024954,308996197
683624533,640014681
2128639391,1112169164
529475860,1876029499
1072884439,1696066061
84356949,448034823
1043603779,1349768604
1691164167,1450086724
1963144112,624337876
641582690,564879243
2047717361,412759505
876820725,693139361
1641938999,903892243
417609223,781652565
1077191256,1066295382
475451059,119298126
1441361031,1339309857
2004662392,489884561
37514129,1287257532
1187080446,1137975292
461372462,1871003164
347134327,1721048637
1207200616,2142739903
1876273178,873430098
1688929841,404991641
1318832944,1446569121
824848960,1229529335
1611881911,393071272
689170332,1506461653
268803841,1628046046
1480748695,1902815429
292444079,1665051417
659761462,1152822373
888159777,142541742
1254791389,989461383
1911585360,1659786400
217450270,1817004343
1174532461,697388803
47866695,1336658887
399482542,1069202872
2096995255,1845119868
1265758796,635077190
748606740,1874275054
1650698382,2093954328
128383660,1670592032
1439080946,1672626908
1279503526,1862004071
1570717213,27726320
2139792488,1731193154
2054889722,699546600
1954222522,1003030036
179186102,808743220
1123296677,718509562
689661453,1170797712
204488123,858048061
861071622,138453821
1268579846,803824306
55487665,573282857
1553337157,2126384767
1873409242,2131381627
2103773029,1942534195
2125813671,864933358
618141363,1723487402
1393334678,1614246258
1475945655,635017088
1885956073,405089191
810872147,396950767
1467333387,1917516808
417901527,1399438599
1123631449,2050055272
1051324036,107625536
681152778,2046901336
1730212859,611457186
1051674207,1697982239
77305890,52486795
1677268295,1977883543
1389335288,968491585
1659508482,1988933385
272952493,487479859
423876908,895935657
1982738082,1375193675
1661086711,596940777
1887523902,985787430
292999405,260997264
1419408874,1756594442
1625091385,1213885149
673052743,1201082852
253211764,1565012841
791110231,1118393840
2068390336,2118583163
1748353281,554851866
1021316588,431104045
2103342984,1157218821
1764817315,240480841
197271033,1966984310
742036252,965749235
665988619,585951369
1872137288,81003572
2069886053,1487295018
257716446,2113275570
590467257,461255612
2054588861,2085426714
686179511,631856987
313746094,1058248473
522521257,954133816
866653363,1608977987
978944485,1247739728
583795541,2146358091
410133131,1832509494
1924084031,1271552491
1372944940,373819565
1395761480,1599318179
1835308601,1724035146
2009333498,1687751811
2080677901,329774359
2009842453,1651823908
1683316987,559034931
459129692,683989773
336152420,1831731330
1730383565,1333029281
1673720263,328168188
784730220,1263731313
918908761,1544640550
1991398914,908909103
984113010,68309876
1327818434,2141844261
1855603613,1372401957
1985322519,1862153394
1932905227,1353022020
536752057,1760504599
771107027,2079476791
1617555059,1252389240
1418732433,1125068790
437641695,312476890
1201573315,2053972464
315576923,1764220418
945851197,1247112885
785863475,982995275
609890554,491093947
1036311808,1200179886
109447731,1242013085
972870755,98291027
562366246,613966075
268898690,1074689542
1969661124,634092563
1379849927,461819136
788318494,1442310315
114056869,1398384159
581527545,535371318
29260696,10762509
496862415,1350189369
173026934,370821700
402768306,458463598
226366150,1342344213
1463476156,1513544801
